GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2016 inflation-adjusted dollars)
0500000US13027,13027,"Brooks County, Georgia",21418,7941
0500000US13029,13029,"Bryan County, Georgia",48578,13455
0500000US13031,13031,"Bulloch County, Georgia",25697,1988
0500000US13033,13033,"Burke County, Georgia",21135,2240
0500000US13035,13035,"Butts County, Georgia",30571,2253
0500000US13037,13037,"Calhoun County, Georgia",23021,2523
0500000US13039,13039,"Camden County, Georgia",35845,5116
0500000US13043,13043,"Candler County, Georgia",22036,2400
0500000US13045,13045,"Carroll County, Georgia",32465,3714
0500000US13047,13047,"Catoosa County, Georgia",42313,17333
0500000US13049,13049,"Charlton County, Georgia",42273,10362
0500000US13051,13051,"Chatham County, Georgia",36191,1490
0500000US13053,13053,"Chattahoochee County, Georgia",38125,20981
0500000US13055,13055,"Chattooga County, Georgia",23141,4456
0500000US13057,13057,"Cherokee County, Georgia",70351,5632
0500000US13059,13059,"Clarke County, Georgia",24564,1903
0500000US13061,13061,"Clay County, Georgia",16792,4280
0500000US13063,13063,"Clayton County, Georgia",42959,1428
0500000US13065,13065,"Clinch County, Georgia",12013,2927
0500000US13067,13067,"Cobb County, Georgia",52828,1844
0500000US13069,13069,"Coffee County, Georgia",23411,3572
0500000US13071,13071,"Colquitt County, Georgia",22576,1477
0500000US13073,13073,"Columbia County, Georgia",67229,5454
0500000US13075,13075,"Cook County, Georgia",26563,4703
0500000US13077,13077,"Coweta County, Georgia",41688,4608
0500000US13079,13079,"Crawford County, Georgia",26864,5072
0500000US13081,13081,"Crisp County, Georgia",18135,3671
0500000US13083,13083,"Dade County, Georgia",-,**
0500000US13085,13085,"Dawson County, Georgia",-,**
0500000US13087,13087,"Decatur County, Georgia",21516,3555
0500000US13089,13089,"DeKalb County, Georgia",43240,871
0500000US13091,13091,"Dodge County, Georgia",25946,6353
